k,energy,band_localization,special_points
0.0247,-48.7635,1,
0.033,-48.7635,1,
0.0412,-48.7635,1,
0.0495,-48.7635,1,
0.0577,-48.7635,1,
0.066,-48.7635,1,
0.0742,-48.7625,1,
0.0825,-48.7625,1,
0.0907,-48.7625,1,
0.099,-48.7625,1,
0.1072,-48.7625,1,
0.1155,-48.7625,1,
0.1237,-48.7625,1,
0.132,-48.7625,1,
0.1402,-48.7625,1,
0.1485,-48.7625,1,
0.1567,-48.7625,1,
0.165,-48.7625,1,
0.1732,-48.7625,1,
0.1815,-48.7625,1,
0.1897,-48.7625,1,
0.1979,-48.7625,1,
0.2062,-48.7625,1,
0.2144,-48.7625,1,
0.2227,-48.7625,1,
0.2309,-48.7625,1,
0.2392,-48.7625,1,
0.2474,-48.7625,1,
0.2557,-48.7625,1,
0.2639,-48.7625,1,
0.2722,-48.7625,1,
0.2804,-48.7625,1,
0.2887,-48.7625,1,
0.2969,-48.7625,1,
0.3052,-48.7625,1,
0.3134,-48.7625,1,
0.3217,-48.7615,1,
0.3299,-48.7615,1,
0.3382,-48.7615,1,
0.3464,-48.7615,1,
0.3547,-48.7615,1,
0.3629,-48.7615,1,
0.3712,-48.7615,1,
0.3794,-48.7615,1,
0.3877,-48.7615,1,
0.3959,-48.7615,1,
0.4041,-48.7615,1,
0.4124,-48.7615,1,
0.4206,-48.7615,1,
0.4289,-48.7615,1,
0.4371,-48.7615,1,
0.4454,-48.7615,1,
0.4536,-48.7615,1,
0.4619,-48.7615,1,
0.4701,-48.7615,1,
0.4784,-48.7615,1,
0.4866,-48.7615,1,
0.4949,-48.7615,1,
0.5031,-48.7615,1,
0.5114,-48.7615,1,
0.5196,-48.7615,1,
0.5279,-48.7615,1,
0.5361,-48.7615,1,
0.5444,-48.7615,1,
0.5526,-48.7615,1,
0.5609,-48.7615,1,
0.5691,-48.7615,1,
0.5774,-48.7615,1,
0.5857,-48.7615,1,
0.594,-48.7615,1,
0.6024,-48.7615,1,
0.6107,-48.7615,1,
0.619,-48.7615,1,
0.6274,-48.7615,1,
0.6357,-48.7615,1,
0.644,-48.7615,1,
0.6524,-48.7615,1,
0.6607,-48.7615,1,
0.669,-48.7615,1,
0.6774,-48.7615,1,
0.6857,-48.7615,1,
0.694,-48.7615,1,
0.7024,-48.7615,1,
0.7107,-48.7615,1,
0.719,-48.7615,1,
0.7274,-48.7615,1,
0.7357,-48.7615,1,
0.744,-48.7615,1,
0.7524,-48.7615,1,
0.7607,-48.7615,1,
0.769,-48.7615,1,
0.7774,-48.7615,1,
0.7857,-48.7615,1,
0.794,-48.7615,1,
0.8024,-48.7615,1,
0.8107,-48.7615,1,
0.819,-48.7615,1,
0.8274,-48.7615,1,
0.8357,-48.7615,1,
0.844,-48.7615,1,
0.8524,-48.7615,1,
0.8607,-48.7615,1,
0.869,-48.7615,1,
0.8774,-48.7615,1,
0.8857,-48.7615,1,
0.894,-48.7615,1,
0.9024,-48.7615,1,
0.9107,-48.7615,1,
0.919,-48.7615,1,
0.9274,-48.7615,1,
0.9357,-48.7615,1,
0.944,-48.7615,1,
0.9524,-48.7615,1,
0.9607,-48.7615,1,
0.969,-48.7615,1,
0.9774,-48.7615,1,
0.9857,-48.7615,1,
0.994,-48.7615,1,
1.0024,-48.7615,1,
1.0107,-48.7615,1,
1.019,-48.7615,1,
1.0274,-48.7615,1,
1.0357,-48.7615,1,
1.044,-48.7615,1,
1.0524,-48.7615,1,
1.0607,-48.7615,1,
1.069,-48.7615,1,
1.0774,-48.7615,1,
1.0857,-48.7615,1,
1.094,-48.7615,1,
1.1024,-48.7615,1,
1.1107,-48.7615,1,
1.119,-48.7615,1,
1.1274,-48.7615,1,
1.1357,-48.7615,1,
1.144,-48.7615,1,
1.1524,-48.7615,1,
1.1607,-48.7615,1,
1.169,-48.7615,1,
1.1774,-48.7615,1,
1.1857,-48.7615,1,
1.194,-48.7615,1,
1.2024,-48.7615,1,
1.2107,-48.7615,1,
1.219,-48.7615,1,
1.2274,-48.7615,1,
1.2357,-48.7615,1,
1.244,-48.7615,1,
1.2524,-48.7625,1,
1.2607,-48.7625,1,
1.269,-48.7625,1,
1.2774,-48.7625,1,
1.2857,-48.7625,1,
1.294,-48.7625,1,
1.3024,-48.7625,1,
1.3107,-48.7625,1,
1.319,-48.7625,1,
1.3274,-48.7625,1,
1.3357,-48.7625,1,
1.344,-48.7625,1,
1.3524,-48.7625,1,
1.3607,-48.7625,1,
1.369,-48.7625,1,
1.3774,-48.7625,1,
1.3857,-48.7625,1,
1.394,-48.7625,1,
1.4024,-48.7625,1,
1.4107,-48.7625,1,
1.419,-48.7625,1,
1.4274,-48.7625,1,
1.4357,-48.7625,1,
1.444,-48.7625,1,
1.4524,-48.7625,1,
1.4607,-48.7625,1,
1.469,-48.7625,1,
1.4774,-48.7625,1,
1.4857,-48.7625,1,
1.494,-48.7625,1,
1.5024,-48.7625,1,
1.5107,-48.7635,1,
1.519,-48.7635,1,
1.5274,-48.7635,1,
1.5357,-48.7635,1,
1.544,-48.7635,1,
1.5524,-48.7635,1,
1.5607,-48.7635,1,
1.569,-48.7635,1,
1.5774,-48.7635,1,
,,,
,,,
0,-48.7635,1,
0.0082,-48.7635,1,
0.0165,-48.7635,1,
0.0247,-48.7635,1,
0.033,-48.7635,1,
0.0412,-48.7635,1,
0.0495,-48.7635,1,
0.0577,-48.7635,1,
0.066,-48.7635,1,
0.0742,-48.7625,1,
0.0825,-48.7625,1,
0.0907,-48.7625,1,
0.099,-48.7625,1,
0.1072,-48.7625,1,
0.1155,-48.7625,1,
0.1237,-48.7625,1,
0.132,-48.7625,1,
0.1402,-48.7625,1,
0.1485,-48.7625,1,
0.1567,-48.7625,1,
0.165,-48.7625,1,
0.1732,-48.7625,1,
0.1815,-48.7625,1,
0.1897,-48.7625,1,
0.1979,-48.7625,1,
0.2062,-48.7625,1,
0.2144,-48.7625,1,
0.2227,-48.7625,1,
0.2309,-48.7625,1,
0.2392,-48.7625,1,
0.2474,-48.7625,1,
0.2557,-48.7625,1,
0.2639,-48.7625,1,
0.2722,-48.7625,1,
0.2804,-48.7625,1,
0.2887,-48.7625,1,
0.2969,-48.7625,1,
0.3052,-48.7625,1,
0.3134,-48.7625,1,
0.3217,-48.7615,1,
0.3299,-48.7615,1,
0.3382,-48.7615,1,
0.3464,-48.7615,1,
0.3547,-48.7615,1,
0.3629,-48.7615,1,
0.3712,-48.7615,1,
0.3794,-48.7615,1,
0.3877,-48.7615,1,
0.3959,-48.7615,1,
0.4041,-48.7615,1,
0.4124,-48.7615,1,
0.4206,-48.7615,1,
0.4289,-48.7615,1,
0.4371,-48.7615,1,
0.4454,-48.7615,1,
0.4536,-48.7615,1,
0.4619,-48.7615,1,
0.4701,-48.7615,1,
0.4784,-48.7615,1,
0.4866,-48.7615,1,
0.4949,-48.7615,1,
0.5031,-48.7615,1,
0.5114,-48.7615,1,
0.5196,-48.7615,1,
0.5279,-48.7615,1,
0.5361,-48.7615,1,
0.5444,-48.7615,1,
0.5526,-48.7615,1,
0.5609,-48.7615,1,
0.5691,-48.7615,1,
0.5774,-48.7615,1,
0.5857,-48.7615,1,
0.594,-48.7615,1,
0.6024,-48.7615,1,
0.6107,-48.7615,1,
0.619,-48.7615,1,
0.6274,-48.7615,1,
0.6357,-48.7615,1,
0.644,-48.7615,1,
0.6524,-48.7615,1,
0.6607,-48.7615,1,
0.669,-48.7615,1,
0.6774,-48.7615,1,
0.6857,-48.7615,1,
0.694,-48.7615,1,
0.7024,-48.7615,1,
0.7107,-48.7615,1,
0.719,-48.7615,1,
0.7274,-48.7615,1,
0.7357,-48.7615,1,
0.744,-48.7615,1,
0.7524,-48.7615,1,
0.7607,-48.7605,1,
0.769,-48.7605,1,
0.7774,-48.7605,1,
0.7857,-48.7605,1,
0.794,-48.7605,1,
0.8024,-48.7605,1,
0.8107,-48.7605,1,
0.819,-48.7605,1,
0.8274,-48.7605,1,
0.8357,-48.7605,1,
0.844,-48.7605,1,
0.8524,-48.7605,1,
0.8607,-48.7605,1,
0.869,-48.7605,1,
0.8774,-48.7605,1,
0.8857,-48.7605,1,
0.894,-48.7605,1,
0.9024,-48.7605,1,
0.9107,-48.7605,1,
0.919,-48.7605,1,
0.9274,-48.7605,1,
0.9357,-48.7605,1,
0.944,-48.7605,1,
0.9524,-48.7605,1,
0.9607,-48.7605,1,
0.969,-48.7605,1,
0.9774,-48.7605,1,
0.9857,-48.7605,1,
0.994,-48.7605,1,
1.0024,-48.7605,1,
1.0107,-48.7605,1,
1.019,-48.7605,1,
1.0274,-48.7605,1,
1.0357,-48.7605,1,
1.044,-48.7615,1,
1.0524,-48.7615,1,
1.0607,-48.7615,1,
1.069,-48.7615,1,
1.0774,-48.7615,1,
1.0857,-48.7615,1,
1.094,-48.7615,1,
1.1024,-48.7615,1,
1.1107,-48.7615,1,
1.119,-48.7615,1,
1.1274,-48.7615,1,
1.1357,-48.7615,1,
1.144,-48.7615,1,
1.1524,-48.7615,1,
1.1607,-48.7615,1,
1.169,-48.7615,1,
1.1774,-48.7615,1,
1.1857,-48.7615,1,
1.194,-48.7615,1,
1.2024,-48.7615,1,
1.2107,-48.7615,1,
1.219,-48.7615,1,
1.2274,-48.7615,1,
1.2357,-48.7615,1,
1.244,-48.7615,1,
1.2524,-48.7615,1,
1.2607,-48.7615,1,
1.269,-48.7625,1,
1.2774,-48.7625,1,
1.2857,-48.7625,1,
1.294,-48.7625,1,
1.3024,-48.7625,1,
1.3107,-48.7625,1,
1.319,-48.7625,1,
1.3274,-48.7625,1,
1.3357,-48.7625,1,
1.344,-48.7625,1,
1.3524,-48.7625,1,
1.3607,-48.7625,1,
1.369,-48.7625,1,
1.3774,-48.7625,1,
1.3857,-48.7625,1,
1.394,-48.7625,1,
1.4024,-48.7625,1,
1.4107,-48.7625,1,
1.419,-48.7625,1,
1.4274,-48.7625,1,
1.4357,-48.7625,1,
1.444,-48.7625,1,
1.4524,-48.7625,1,
1.4607,-48.7625,1,
1.469,-48.7625,1,
1.4774,-48.7625,1,
1.4857,-48.7625,1,
1.494,-48.7625,1,
1.5024,-48.7625,1,
1.5107,-48.7635,1,
1.519,-48.7635,1,
1.5274,-48.7635,1,
1.5357,-48.7635,1,
1.544,-48.7635,1,
1.5524,-48.7635,1,
1.5607,-48.7635,1,
1.569,-48.7635,1,
1.5774,-48.7635,1,
,,,
,,,
0,-48.7135,1,
0.0082,-48.7135,1,
0.0165,-48.7135,1,
0.0247,-48.7135,1,
0.033,-48.7135,1,
0.0412,-48.7135,1,
0.0495,-48.7135,1,
0.0577,-48.7135,1,
0.066,-48.7135,1,
0.0742,-48.7135,1,
0.0825,-48.7135,1,
0.0907,-48.7135,1,
0.099,-48.7135,1,
0.1072,-48.7135,1,
0.1155,-48.7135,1,
0.1237,-48.7135,1,
0.132,-48.7135,1,
0.1402,-48.7135,1,
0.1485,-48.7135,1,
0.1567,-48.7135,1,
0.165,-48.7135,1,
0.1732,-48.7135,1,
0.1815,-48.7135,1,
0.1897,-48.7135,1,
0.1979,-48.7135,1,
0.2062,-48.7135,1,
0.2144,-48.7135,1,
0.2227,-48.7135,1,
0.2309,-48.7135,1,
0.2392,-48.7135,1,
0.2474,-48.7135,1,
0.2557,-48.7135,1,
0.2639,-48.7135,1,
0.2722,-48.7135,1,
0.2804,-48.7135,1,
0.2887,-48.7135,1,
0.2969,-48.7135,1,
0.3052,-48.7135,1,
0.3134,-48.7135,1,
0.3217,-48.7135,1,
0.3299,-48.7135,1,
0.3382,-48.7135,1,
0.3464,-48.7135,1,
0.3547,-48.7135,1,
0.3629,-48.7135,1,
0.3712,-48.7135,1,
0.3794,-48.7135,1,
0.3877,-48.7135,1,
0.3959,-48.7135,1,
0.4041,-48.7135,1,
0.4124,-48.7135,1,
0.4206,-48.7125,1,
0.4289,-48.7125,1,
0.4371,-48.7125,1,
0.4454,-48.7125,1,
0.4536,-48.7125,1,
0.4619,-48.7125,1,
0.4701,-48.7125,1,
0.4784,-48.7125,1,
0.4866,-48.7125,1,
0.4949,-48.7125,1,
0.5031,-48.7125,1,
0.5114,-48.7125,1,
0.5196,-48.7125,1,
0.5279,-48.7125,1,
0.5361,-48.7125,1,
0.5444,-48.7125,1,
0.5526,-48.7125,1,
0.5609,-48.7125,1,
0.5691,-48.7125,1,
0.5774,-48.7125,1,
0.5857,-48.7125,1,
0.594,-48.7125,1,
0.6024,-48.7125,1,
0.6107,-48.7125,1,
0.619,-48.7125,1,
0.6274,-48.7125,1,
0.6357,-48.7125,1,
0.644,-48.7125,1,
0.6524,-48.7125,1,
0.6607,-48.7125,1,
0.669,-48.7125,1,
0.6774,-48.7125,1,
0.6857,-48.7125,1,
0.694,-48.7125,1,
0.7024,-48.7125,1,
0.7107,-48.7125,1,
0.719,-48.7125,1,
0.7274,-48.7125,1,
0.7357,-48.7125,1,
0.744,-48.7125,1,
0.7524,-48.7125,1,
0.7607,-48.7125,1,
0.769,-48.7125,1,
0.7774,-48.7125,1,
0.7857,-48.7125,1,
0.794,-48.7125,1,
0.8024,-48.7125,1,
0.8107,-48.7125,1,
0.819,-48.7125,1,
0.8274,-48.7125,1,
0.8357,-48.7125,1,
0.844,-48.7125,1,
0.8524,-48.7125,1,
0.8607,-48.7125,1,
0.869,-48.7125,1,
0.8774,-48.7125,1,
0.8857,-48.7125,1,
0.894,-48.7125,1,
0.9024,-48.7125,1,
0.9107,-48.7125,1,
0.919,-48.7125,1,
0.9274,-48.7125,1,
0.9357,-48.7125,1,
0.944,-48.7125,1,
0.9524,-48.7125,1,
0.9607,-48.7125,1,
0.969,-48.7125,1,
0.9774,-48.7125,1,
0.9857,-48.7125,1,
0.994,-48.7125,1,
1.0024,-48.7125,1,
1.0107,-48.7125,1,
1.019,-48.7125,1,
1.0274,-48.7125,1,
1.0357,-48.7125,1,
1.044,-48.7125,1,
1.0524,-48.7125,1,
1.0607,-48.7125,1,
1.069,-48.7125,1,
1.0774,-48.7125,1,
1.0857,-48.7125,1,
1.094,-48.7125,1,
1.1024,-48.7125,1,
1.1107,-48.7135,1,
1.119,-48.7135,1,
1.1274,-48.7135,1,
1.1357,-48.7135,1,
1.144,-48.7135,1,
1.1524,-48.7135,1,
1.1607,-48.7135,1,
1.169,-48.7135,1,
1.1774,-48.7135,1,
1.1857,-48.7135,1,
1.194,-48.7135,1,
1.2024,-48.7135,1,
1.2107,-48.7135,1,
1.219,-48.7135,1,
1.2274,-48.7135,1,
1.2357,-48.7135,1,
1.244,-48.7135,1,
1.2524,-48.7135,1,
1.2607,-48.7135,1,
1.269,-48.7135,1,
1.2774,-48.7135,1,
1.2857,-48.7135,1,
1.294,-48.7135,1,
1.3024,-48.7135,1,
1.3107,-48.7135,1,
1.319,-48.7135,1,
1.3274,-48.7135,1,
1.3357,-48.7135,1,
1.344,-48.7135,1,
1.3524,-48.7135,1,
1.3607,-48.7135,1,
1.369,-48.7135,1,
1.3774,-48.7135,1,
1.3857,-48.7135,1,
1.394,-48.7135,1,
1.4024,-48.7135,1,
1.4107,-48.7135,1,
1.419,-48.7135,1,
1.4274,-48.7135,1,
1.4357,-48.7135,1,
1.444,-48.7135,1,
1.4524,-48.7135,1,
1.4607,-48.7135,1,
1.469,-48.7135,1,
1.4774,-48.7135,1,
1.4857,-48.7135,1,
1.494,-48.7135,1,
1.5024,-48.7135,1,
1.5107,-48.7135,1,
1.519,-48.7135,1,
1.5274,-48.7135,1,
1.5357,-48.7135,1,
1.544,-48.7135,1,
1.5524,-48.7135,1,
1.5607,-48.7135,1,
1.569,-48.7135,1,
1.5774,-48.7135,1,
,,,
,,,
0,-48.7135,1,
0.0082,-48.7135,1,
0.0165,-48.7135,1,
0.0247,-48.7135,1,
0.033,-48.7135,1,
0.0412,-48.7135,1,
0.0495,-48.7135,1,
0.0577,-48.7135,1,
0.066,-48.7135,1,
0.0742,-48.7135,1,
0.0825,-48.7135,1,
0.0907,-48.7135,1,
0.099,-48.7135,1,
0.1072,-48.7125,1,
0.1155,-48.7125,1,
0.1237,-48.7125,1,
0.132,-48.7125,1,
0.1402,-48.7125,1,
0.1485,-48.7125,1,
0.1567,-48.7125,1,
0.165,-48.7125,1,
0.1732,-48.7125,1,
0.1815,-48.7125,1,
0.1897,-48.7125,1,
0.1979,-48.7125,1,
0.2062,-48.7125,1,
0.2144,-48.7125,1,
0.2227,-48.7125,1,
0.2309,-48.7125,1,
0.2392,-48.7125,1,
0.2474,-48.7125,1,
0.2557,-48.7125,1,
0.2639,-48.7125,1,
0.2722,-48.7125,1,
0.2804,-48.7125,1,
0.2887,-48.7125,1,
0.2969,-48.7125,1,
0.3052,-48.7125,1,
0.3134,-48.7125,1,
0.3217,-48.7125,1,
0.3299,-48.7125,1,
0.3382,-48.7125,1,
0.3464,-48.7125,1,
0.3547,-48.7125,1,
0.3629,-48.7125,1,
0.3712,-48.7125,1,
0.3794,-48.7125,1,
0.3877,-48.7125,1,
0.3959,-48.7125,1,
0.4041,-48.7125,1,
0.4124,-48.7125,1,
0.4206,-48.7125,1,
0.4289,-48.7125,1,
0.4371,-48.7125,1,
0.4454,-48.7125,1,
0.4536,-48.7125,1,
0.4619,-48.7125,1,
0.4701,-48.7125,1,
0.4784,-48.7125,1,
0.4866,-48.7125,1,
0.4949,-48.7125,1,
0.5031,-48.7125,1,
0.5114,-48.7125,1,
0.5196,-48.7125,1,
0.5279,-48.7125,1,
0.5361,-48.7125,1,
0.5444,-48.7125,1,
0.5526,-48.7125,1,
0.5609,-48.7125,1,
0.5691,-48.7125,1,
0.5774,-48.7125,1,
0.5857,-48.7125,1,
0.594,-48.7125,1,
0.6024,-48.7125,1,
0.6107,-48.7125,1,
0.619,-48.7125,1,
0.6274,-48.7125,1,
0.6357,-48.7125,1,
0.644,-48.7125,1,
0.6524,-48.7125,1,
0.6607,-48.7125,1,
0.669,-48.7125,1,
0.6774,-48.7125,1,
0.6857,-48.7125,1,
0.694,-48.7125,1,
0.7024,-48.7125,1,
0.7107,-48.7125,1,
0.719,-48.7125,1,
0.7274,-48.7125,1,
0.7357,-48.7125,1,
0.744,-48.7125,1,
0.7524,-48.7125,1,
0.7607,-48.7125,1,
0.769,-48.7125,1,
0.7774,-48.7125,1,
0.7857,-48.7125,1,
0.794,-48.7125,1,
0.8024,-48.7125,1,
0.8107,-48.7125,1,
0.819,-48.7125,1,
0.8274,-48.7125,1,
0.8357,-48.7125,1,
0.844,-48.7125,1,
0.8524,-48.7125,1,
0.8607,-48.7125,1,
0.869,-48.7125,1,
0.8774,-48.7125,1,
0.8857,-48.7125,1,
0.894,-48.7125,1,
0.9024,-48.7125,1,
0.9107,-48.7125,1,
0.919,-48.7125,1,
0.9274,-48.7125,1,
0.9357,-48.7125,1,
0.944,-48.7125,1,
0.9524,-48.7125,1,
0.9607,-48.7125,1,
0.969,-48.7125,1,
0.9774,-48.7125,1,
0.9857,-48.7125,1,
0.994,-48.7125,1,
1.0024,-48.7125,1,
1.0107,-48.7125,1,
1.019,-48.7125,1,
1.0274,-48.7125,1,
1.0357,-48.7125,1,
1.044,-48.7125,1,
1.0524,-48.7125,1,
1.0607,-48.7125,1,
1.069,-48.7125,1,
1.0774,-48.7125,1,
1.0857,-48.7125,1,
1.094,-48.7125,1,
1.1024,-48.7125,1,
1.1107,-48.7125,1,
1.119,-48.7125,1,
1.1274,-48.7125,1,
1.1357,-48.7125,1,
1.144,-48.7125,1,
1.1524,-48.7125,1,
1.1607,-48.7125,1,
1.169,-48.7125,1,
1.1774,-48.7125,1,
1.1857,-48.7125,1,
1.194,-48.7125,1,
1.2024,-48.7125,1,
1.2107,-48.7125,1,
1.219,-48.7125,1,
1.2274,-48.7125,1,
1.2357,-48.7125,1,
1.244,-48.7125,1,
1.2524,-48.7125,1,
1.2607,-48.7125,1,
1.269,-48.7125,1,
1.2774,-48.7125,1,
1.2857,-48.7125,1,
1.294,-48.7125,1,
1.3024,-48.7125,1,
1.3107,-48.7125,1,
1.319,-48.7125,1,
1.3274,-48.7125,1,
1.3357,-48.7125,1,
1.344,-48.7125,1,
1.3524,-48.7125,1,
1.3607,-48.7125,1,
1.369,-48.7125,1,
1.3774,-48.7125,1,
1.3857,-48.7125,1,
1.394,-48.7125,1,
1.4024,-48.7125,1,
1.4107,-48.7125,1,
1.419,-48.7125,1,
1.4274,-48.7125,1,
1.4357,-48.7125,1,
1.444,-48.7125,1,
1.4524,-48.7125,1,
1.4607,-48.7125,1,
1.469,-48.7125,1,
1.4774,-48.7135,1,
1.4857,-48.7135,1,
1.494,-48.7135,1,
1.5024,-48.7135,1,
1.5107,-48.7135,1,
1.519,-48.7135,1,
1.5274,-48.7135,1,
1.5357,-48.7135,1,
1.544,-48.7135,1,
1.5524,-48.7135,1,
1.5607,-48.7135,1,
1.569,-48.7135,1,
1.5774,-48.7135,1,
,,,
,,,
0,-48.2015,8.20005E-08,
0.0082,-48.2015,8.22005E-08,
0.0165,-48.2015,8.34005E-08,
0.0247,-48.2015,8.50005E-08,
0.033,-48.2015,8.70006E-08,
0.0412,-48.2015,9.02006E-08,
0.0495,-48.2015,9.34006E-08,
0.0577,-48.2015,9.72006E-08,
0.066,-48.2015,1.02001E-07,
0.0742,-48.2015,1.06801E-07,
0.0825,-48.2015,1.12201E-07,
0.0907,-48.2015,1.18001E-07,
0.099,-48.2015,1.24801E-07,
0.1072,-48.2015,1.31401E-07,
0.1155,-48.2015,1.38401E-07,
0.1237,-48.2015,1.46101E-07,
0.132,-48.2015,1.53901E-07,
0.1402,-48.2015,1.62101E-07,
0.1485,-48.2015,1.70901E-07,
0.1567,-48.2015,1.79901E-07,
0.165,-48.2015,1.88901E-07,
0.1732,-48.2005,1.98501E-07,
0.1815,-48.2005,2.08701E-07,
0.1897,-48.2005,2.18901E-07,
0.1979,-48.2005,2.30102E-07,
0.2062,-48.2005,2.40502E-07,
0.2144,-48.2005,2.51802E-07,
0.2227,-48.2005,2.63202E-07,
0.2309,-48.2005,2.75202E-07,
0.2392,-48.2005,2.86602E-07,
0.2474,-48.2005,2.98802E-07,
0.2557,-48.2005,3.11202E-07,
0.2639,-48.2005,3.23402E-07,
0.2722,-48.2005,3.36302E-07,
0.2804,-48.2005,3.49102E-07,
0.2887,-48.2005,3.62302E-07,
0.2969,-48.2005,3.75102E-07,
0.3052,-48.2005,3.88103E-07,
0.3134,-48.2005,4.01903E-07,
0.3217,-48.2005,4.15403E-07,
0.3299,-48.2005,4.28203E-07,
0.3382,-48.2005,4.41803E-07,
0.3464,-48.2005,4.55603E-07,
0.3547,-48.2005,4.69203E-07,
0.3629,-48.2005,4.82803E-07,
0.3712,-48.2005,4.96203E-07,
0.3794,-48.2005,5.09403E-07,
0.3877,-48.2005,5.22903E-07,
0.3959,-48.1995,5.36304E-07,
0.4041,-48.1995,5.49504E-07,
0.4124,-48.1995,5.62704E-07,
0.4206,-48.1995,5.75704E-07,
0.4289,-48.1995,5.88404E-07,
0.4371,-48.1995,6.01604E-07,
0.4454,-48.1995,6.15004E-07,
0.4536,-48.1995,6.27404E-07,
0.4619,-48.1995,6.40204E-07,
0.4701,-48.1995,6.53004E-07,
0.4784,-48.1995,6.65404E-07,
0.4866,-48.1995,6.77704E-07,
0.4949,-48.1995,6.89904E-07,
0.5031,-48.1995,7.01505E-07,
0.5114,-48.1995,7.13105E-07,
0.5196,-48.1995,7.24605E-07,
0.5279,-48.1995,7.36605E-07,
0.5361,-48.1995,7.47605E-07,
0.5444,-48.1995,7.58405E-07,
0.5526,-48.1995,7.68505E-07,
0.5609,-48.1995,7.78705E-07,
0.5691,-48.1995,7.87705E-07,
0.5774,-48.1995,7.97105E-07,
0.5857,-48.1995,7.74505E-07,
0.594,-48.1995,7.52305E-07,
0.6024,-48.1995,7.30105E-07,
0.6107,-48.1995,7.08005E-07,
0.619,-48.1995,6.85804E-07,
0.6274,-48.1995,6.64804E-07,
0.6357,-48.1995,6.42804E-07,
0.644,-48.1995,6.21804E-07,
0.6524,-48.1995,6.00804E-07,
0.6607,-48.1995,5.80204E-07,
0.669,-48.1995,5.60203E-07,
0.6774,-48.1995,5.41103E-07,
0.6857,-48.1995,5.22103E-07,
0.694,-48.1995,5.03303E-07,
0.7024,-48.1995,4.85303E-07,
0.7107,-48.1995,4.68503E-07,
0.719,-48.1995,4.52503E-07,
0.7274,-48.1995,4.37103E-07,
0.7357,-48.1995,4.22003E-07,
0.744,-48.1995,4.08002E-07,
0.7524,-48.1995,3.94202E-07,
0.7607,-48.1995,3.82202E-07,
0.769,-48.1995,3.70902E-07,
0.7774,-48.1995,3.60302E-07,
0.7857,-48.1995,3.49702E-07,
0.794,-48.1995,3.41002E-07,
0.8024,-48.1995,3.32402E-07,
0.8107,-48.1995,3.25202E-07,
0.819,-48.1995,3.18302E-07,
0.8274,-48.1995,3.12302E-07,
0.8357,-48.1995,3.06702E-07,
0.844,-48.1995,3.02502E-07,
0.8524,-48.1995,2.98402E-07,
0.8607,-48.1995,2.95402E-07,
0.869,-48.1995,2.92602E-07,
0.8774,-48.1995,2.90602E-07,
0.8857,-48.1995,2.88802E-07,
0.894,-48.1995,2.87802E-07,
0.9024,-48.1995,2.87202E-07,
0.9107,-48.1995,2.87002E-07,
0.919,-48.1995,2.87202E-07,
0.9274,-48.1995,2.88002E-07,
0.9357,-48.1995,2.88602E-07,
0.944,-48.1995,2.89802E-07,
0.9524,-48.1995,2.91002E-07,
0.9607,-48.1995,2.92802E-07,
0.969,-48.1995,2.94002E-07,
0.9774,-48.1995,2.95702E-07,
0.9857,-48.1995,2.97902E-07,
0.994,-48.1995,2.99502E-07,
1.0024,-48.1995,3.02002E-07,
1.0107,-48.1995,3.03602E-07,
1.019,-48.1995,3.05802E-07,
1.0274,-48.1995,3.07502E-07,
1.0357,-48.1995,3.09302E-07,
1.044,-48.1995,3.11502E-07,
1.0524,-48.1995,3.13202E-07,
1.0607,-48.1995,3.15002E-07,
1.069,-48.1995,3.16602E-07,
1.0774,-48.1995,3.18602E-07,
1.0857,-48.1995,3.19702E-07,
1.094,-48.1995,3.21302E-07,
1.1024,-48.1995,3.22902E-07,
1.1107,-48.1995,3.23702E-07,
1.119,-48.1995,3.24502E-07,
1.1274,-48.1995,3.25002E-07,
1.1357,-48.1995,3.25802E-07,
1.144,-48.1995,3.26202E-07,
1.1524,-48.1995,3.26402E-07,
1.1607,-48.1995,3.26402E-07,
1.169,-48.1995,3.25602E-07,
1.1774,-48.2005,3.25402E-07,
1.1857,-48.2005,3.24002E-07,
1.194,-48.2005,3.22402E-07,
1.2024,-48.2005,3.21202E-07,
1.2107,-48.2005,3.19002E-07,
1.219,-48.2005,3.16602E-07,
1.2274,-48.2005,3.14202E-07,
1.2357,-48.2005,3.11002E-07,
1.244,-48.2005,3.08402E-07,
1.2524,-48.2005,3.04402E-07,
1.2607,-48.2005,3.00202E-07,
1.269,-48.2005,2.96002E-07,
1.2774,-48.2005,2.91402E-07,
1.2857,-48.2005,2.86402E-07,
1.294,-48.2005,2.81302E-07,
1.3024,-48.2005,2.75302E-07,
1.3107,-48.2005,2.69502E-07,
1.319,-48.2005,2.63302E-07,
1.3274,-48.2005,2.56702E-07,
1.3357,-48.2005,2.50102E-07,
1.344,-48.2005,2.43102E-07,
1.3524,-48.2005,2.35502E-07,
1.3607,-48.2005,2.28301E-07,
1.369,-48.2005,2.20701E-07,
1.3774,-48.2005,2.12901E-07,
1.3857,-48.2005,2.05301E-07,
1.394,-48.2005,1.97501E-07,
1.4024,-48.2005,1.89501E-07,
1.4107,-48.2015,1.81901E-07,
1.419,-48.2015,1.73801E-07,
1.4274,-48.2015,1.66401E-07,
1.4357,-48.2015,1.58601E-07,
1.444,-48.2015,1.51401E-07,
1.4524,-48.2015,1.44201E-07,
